year,position,draft_pct_lg,draft_pct_team,team,cap_pct_team,cap_pct_lg
2013,K,0.0,0.0,Giants,0.005,0.00015625
2013,K,0.0,0.0,Vikings,0.004,0.000125
2013,K,0.0,0.0,Commanders,0.004,0.000125
2013,K,0.0,0.0,Falcons,0.024,0.00075
2013,K,0.0,0.0,Colts,0.027000000000000003,0.0008437500000000001
2013,K,0.0,0.0,Patriots,0.027000000000000003,0.0008437500000000001
2013,K,0.0,0.0,Titans,0.021,0.00065625
2013,K,0.0,0.0,Panthers,0.006,0.0001875
2013,K,0.0,0.0,Buccaneers,0.012,0.000375
2013,K,0.0,0.0,Bears,0.027999999999999997,0.0008749999999999999
2013,LB,0.0033051655990186724,0.08981481481481482,Bengals,0.075,0.00234375
2013,LB,0.003254054790786425,0.09628633843051587,Packers,0.076,0.002375
2013,LB,0.0,0.0,Jets,0.11900000000000001,0.0037187500000000003
2013,LB,0.0060197174140202625,0.16743010582846313,Bills,0.035,0.00109375
2013,LB,0.0,0.0,Seahawks,0.047,0.00146875
2013,LB,0.0,0.0,Broncos,0.056,0.00175
2013,LB,0.010585616282767708,0.31228011392193,Steelers,0.0605,0.001890625
2013,LB,0.002010358457135069,0.06656637833772094,Cowboys,0.056,0.00175
2013,LB,0.006570578347190041,0.23806584362139918,Chargers,0.038,0.0011875
2013,LB,0.005451819544773068,0.17673048600883653,Ravens,0.0395,0.001234375
2013,LB,0.003810594702648676,0.09902597402597403,Chiefs,0.036000000000000004,0.0011250000000000001
2013,LB,0.0,0.0,Eagles,0.0675,0.002109375
2013,LB,0.006082186179637454,0.16030534351145037,Cardinals,0.0645,0.002015625
2013,LB,0.0,0.0,Texans,0.052000000000000005,0.0016250000000000001
2013,LB,0.01188042342465131,0.5416882444329363,Browns,0.069,0.00215625
2013,LB,0.0,0.0,Jaguars,0.091,0.00284375
2013,LB,0.003668620235336877,0.08930052529720763,Dolphins,0.06899999999999999,0.0021562499999999997
2013,LB,0.007246376811594203,0.2036061911600447,Rams,0.1305,0.004078125
2013,LB,0.0012039434828040525,0.03310947993128221,Lions,0.085,0.00265625
2013,LB,0.004980464313297897,0.13964968152866242,Raiders,0.053000000000000005,0.0016562500000000002
2013,LB,0.0,0.0,Saints,0.089,0.00278125
2013,LB,0.0020898641588296763,0.05349614769588603,49ers,0.0835,0.002609375
2013,LB,0.0,0.0,Giants,0.0465,0.001453125
2013,LB,0.0048668847394484575,0.13762646539264495,Vikings,0.10400000000000001,0.0032500000000000003
2013,LB,0.0,0.0,Commanders,0.095,0.00296875
2013,LB,0.0,0.0,Falcons,0.066,0.0020625
2013,LB,0.0,0.0,Colts,0.057,0.00178125
2013,LB,0.006990822770432965,0.27060892503847,Patriots,0.0815,0.002546875
2013,LB,0.003873063468265867,0.10978750804893754,Titans,0.037000000000000005,0.0011562500000000002
2013,LB,0.002657762028076871,0.11134903640256959,Panthers,0.099,0.00309375
2013,LB,0.0,0.0,Buccaneers,0.053000000000000005,0.0016562500000000002
2013,LB,0.011079687429012766,0.47783492530002447,Bears,0.1045,0.003265625
2013,LS,0.0,0.0,Bengals,0.01,0.0003125
2013,LS,0.0,0.0,Packers,0.006,0.0001875
2013,LS,0.0,0.0,Jets,0.006,0.0001875
2013,LS,0.0,0.0,Bills,0.008,0.00025
2013,LS,0.0,0.0,Seahawks,0.006,0.0001875
2013,LS,0.0,0.0,Broncos,0.003,9.375e-05
2013,LS,0.0,0.0,Steelers,0.005,0.00015625
2013,LS,0.0,0.0,Cowboys,0.008,0.00025
2013,LS,0.0,0.0,Chargers,0.006,0.0001875
2013,LS,0.0,0.0,Ravens,0.006,0.0001875
2013,LS,0.0,0.0,Chiefs,0.004,0.000125
2013,LS,0.0,0.0,Eagles,0.006999999999999999,0.00021874999999999998
2013,LS,0.0,0.0,Cardinals,0.009000000000000001,0.00028125000000000003
2013,LS,0.0,0.0,Texans,0.006,0.0001875
2013,LS,0.0,0.0,Browns,0.008,0.00025
2013,LS,0.0,0.0,Jaguars,0.003,9.375e-05
2013,LS,0.0,0.0,Dolphins,0.008,0.00025
2013,LS,0.0,0.0,Rams,0.005,0.00015625
2013,LS,0.0,0.0,Lions,0.005,0.00015625
2013,LS,0.0,0.0,Raiders,0.009000000000000001,0.00028125000000000003
2013,LS,0.0,0.0,Saints,0.006,0.0001875
2013,LS,0.0,0.0,49ers,0.0,0.0
2013,LS,0.0,0.0,Giants,0.008,0.00025
2013,LS,0.0,0.0,Commanders,0.009999999999999998,0.00031249999999999995
2013,LS,0.0,0.0,Falcons,0.004,0.000125
2013,LS,0.0,0.0,Colts,0.004,0.000125
2013,LS,0.0,0.0,Patriots,0.004,0.000125
2013,LS,0.0,0.0,Titans,0.004,0.000125
2013,LS,0.0,0.0,Panthers,0.006999999999999999,0.00021874999999999998
2013,LS,0.0,0.0,Buccaneers,0.005,0.00015625
2013,LS,0.0,0.0,Bears,0.008,0.00025
2013,OL,0.004906637590295761,0.13333333333333333,Bengals,0.1205,0.003765625
2013,OL,0.006746626686656671,0.19963031423290203,Packers,0.134,0.0041875
2013,OL,0.009648584798509836,0.25331742955121517,Jets,0.16949999999999998,0.0052968749999999995
2013,OL,0.0,0.0,Bills,0.108,0.003375
2013,OL,0.0027543046658488938,0.09841720779220779,Seahawks,0.20500000000000002,0.0064062500000000005
2013,OL,0.002203443732679115,0.08631813125695217,Broncos,0.172,0.005375
2013,OL,0.0,0.0,Steelers,0.08399999999999999,0.0026249999999999997
2013,OL,0.007155513152514652,0.236931177134261,Cowboys,0.161,0.00503125
2013,OL,0.010136976966062423,0.36728395061728397,Chargers,0.14100000000000001,0.0044062500000000004
2013,OL,0.0040320748716550815,0.13070692194403535,Ravens,0.132,0.004125
2013,OL,0.0192914906183272,0.5013282172373081,Chiefs,0.15,0.0046875
2013,OL,0.01304461405660806,0.36281788027167905,Eagles,0.176,0.0055
2013,OL,0.01479373949388942,0.38991168986678637,Cardinals,0.093,0.00290625
2013,OL,0.006275271455181501,0.19749776586237713,Texans,0.15,0.0046875
2013,OL,0.0014254236518104584,0.06499223200414293,Browns,0.17400000000000002,0.0054375000000000005
2013,OL,0.015043614556358184,0.38230624909799393,Jaguars,0.099,0.00309375
2013,OL,0.0045375039752850845,0.11045064970970417,Dolphins,0.135,0.00421875
2013,OL,0.003430103130253055,0.09637785224190203,Rams,0.158,0.0049375
2013,OL,0.005025896142837672,0.13821646103389038,Lions,0.109,0.00340625
2013,OL,0.006280950433873972,0.17611464968152865,Raiders,0.082,0.0025625
2013,OL,0.00461133069828722,0.20059288537549408,Saints,0.14700000000000002,0.004593750000000001
2013,OL,0.0011925855254191085,0.030527692978630616,49ers,0.14,0.004375
2013,OL,0.01001203943482804,0.3648592715231788,Giants,0.156,0.004875
2013,OL,0.003441461087637999,0.09731813072105347,Vikings,0.15300000000000002,0.004781250000000001
2013,OL,0.0,0.0,Commanders,0.18000000000000002,0.005625000000000001
2013,OL,0.0,0.0,Falcons,0.125,0.00390625
2013,OL,0.007456499023215665,0.33031446540880505,Colts,0.127,0.00396875
2013,OL,0.0,0.0,Patriots,0.17200000000000001,0.0053750000000000004
2013,OL,0.013998682476943346,0.3968126207340631,Titans,0.182,0.0056875
2013,OL,0.00356071964017991,0.14917915774446824,Panthers,0.1465,0.004578125
2013,OL,0.0,0.0,Buccaneers,0.19,0.0059375
2013,OL,0.010795738494389168,0.46558902767572863,Bears,0.078,0.0024375
2013,P,0.0,0.0,Bengals,0.02,0.000625
2013,P,0.0,0.0,Packers,0.008,0.00025
2013,P,0.0,0.0,Jets,0.003,9.375e-05
2013,P,0.0,0.0,Bills,0.003,9.375e-05
2013,P,0.0,0.0,Seahawks,0.01,0.0003125
2013,P,0.0,0.0,Broncos,0.013999999999999999,0.00043749999999999995
2013,P,0.0,0.0,Steelers,0.002,6.25e-05
2013,P,0.0,0.0,Cowboys,0.005,0.00015625
2013,P,0.0,0.0,Chargers,0.031,0.00096875
2013,P,0.0,0.0,Ravens,0.02,0.000625
2013,P,0.0,0.0,Chiefs,0.013000000000000001,0.00040625000000000004
2013,P,0.0,0.0,Eagles,0.004,0.000125
2013,P,0.0,0.0,Cardinals,0.012,0.000375
2013,P,0.0,0.0,Texans,0.011000000000000001,0.00034375000000000003
2013,P,0.0,0.0,Browns,0.003,9.375e-05
2013,P,0.0,0.0,Jaguars,0.005,0.00015625
2013,P,0.0,0.0,Dolphins,0.013000000000000001,0.00040625000000000004
2013,P,0.0,0.0,Rams,0.004,0.000125
2013,P,0.0023397392212984418,0.06434483835702015,Lions,0.004,0.000125
2013,P,0.0,0.0,Raiders,0.003,9.375e-05
2013,P,0.0,0.0,Saints,0.016,0.0005
2013,P,0.0,0.0,49ers,0.032,0.001
2013,P,0.0,0.0,Giants,0.015,0.00046875
2013,P,0.002521466539457544,0.07130239280552433,Vikings,0.003,9.375e-05
2013,P,0.0,0.0,Commanders,0.008,0.00025
2013,P,0.0,0.0,Falcons,0.005,0.00015625
2013,P,0.0,0.0,Colts,0.024,0.00075
2013,P,0.0,0.0,Patriots,0.003,9.375e-05
2013,P,0.0,0.0,Titans,0.01,0.0003125
2013,P,0.0,0.0,Panthers,0.004,0.000125
2013,P,0.0,0.0,Buccaneers,0.024,0.00075
2013,P,0.0,0.0,Bears,0.013000000000000001,0.00040625000000000004
2013,QB,0.0,0.0,Bengals,0.022,0.0006875
2013,QB,0.0,0.0,Packers,0.098,0.0030625
2013,QB,0.0064910726454954345,0.17041896526017594,Jets,0.11800000000000002,0.0036875000000000007
2013,QB,0.009057971014492754,0.2519349233928289,Bills,0.018000000000000002,0.0005625000000000001
2013,QB,0.0,0.0,Seahawks,0.011,0.00034375
2013,QB,0.0013345599927309074,0.05228031145717464,Broncos,0.134,0.0041875
2013,QB,0.003378992322020808,0.09968168872507958,Steelers,0.123,0.00384375
2013,QB,0.0,0.0,Cowboys,0.116,0.003625
2013,QB,0.0014992503748125937,0.05432098765432099,Chargers,0.12999999999999998,0.004062499999999999
2013,QB,0.0,0.0,Ravens,0.06,0.001875
2013,QB,0.0,0.0,Chiefs,0.078,0.0024375
2013,QB,0.003838989596111035,0.10677618069815195,Eagles,0.092,0.002875
2013,QB,0.0,0.0,Cardinals,0.049,0.00153125
2013,QB,0.0,0.0,Texans,0.094,0.0029375
2013,QB,0.0,0.0,Browns,0.030000000000000002,0.0009375000000000001
2013,QB,0.0,0.0,Jaguars,0.057,0.00178125
2013,QB,0.0,0.0,Dolphins,0.045,0.00140625
2013,QB,0.0,0.0,Rams,0.112,0.0035
2013,QB,0.0,0.0,Lions,0.178,0.0055625
2013,QB,0.003458498023715415,0.09697452229299364,Raiders,0.003,9.375e-05
2013,QB,0.0,0.0,Saints,0.14500000000000002,0.0045312500000000006
2013,QB,0.0013004861205760756,0.03328972234336386,49ers,0.023,0.00071875
2013,QB,0.0035096088319476627,0.12789735099337748,Giants,0.178,0.0055625
2013,QB,0.0,0.0,Vikings,0.0665,0.002078125
2013,QB,0.0,0.0,Commanders,0.054,0.0016875
2013,QB,0.001158511653264277,0.045222788738638886,Falcons,0.084,0.002625
2013,QB,0.0,0.0,Colts,0.06899999999999999,0.0021562499999999997
2013,QB,0.0,0.0,Patriots,0.11400000000000002,0.0035625000000000006
2013,QB,0.0,0.0,Titans,0.047,0.00146875
2013,QB,0.0,0.0,Panthers,0.061,0.00190625
2013,QB,0.0046908363999818275,0.20911392405063292,Buccaneers,0.009000000000000001,0.00028125000000000003
2013,QB,0.0,0.0,Bears,0.089,0.00278125
2013,RB,0.00858093680432511,0.233179012345679,Bengals,0.041999999999999996,0.0013124999999999999
2013,RB,0.00834809867793376,0.24701730801545957,Packers,0.039,0.00121875
2013,RB,0.001578756076507201,0.041449232145519606,Jets,0.0405,0.001265625
2013,RB,0.0,0.0,Bills,0.064,0.002
2013,RB,0.00703625459997274,0.25142045454545453,Seahawks,0.076,0.002375
2013,RB,0.005349597928308573,0.2095661846496107,Broncos,0.036,0.001125
2013,RB,0.00589477988278588,0.17389847545652537,Steelers,0.025,0.00078125
2013,RB,0.0025952932624596792,0.08593456186536291,Cowboys,0.02,0.000625
2013,RB,0.0,0.0,Chargers,0.068,0.002125
2013,RB,0.003026895643087547,0.09812223858615611,Ravens,0.069,0.00215625
2013,RB,0.00563354686293217,0.14639905548996457,Chiefs,0.048,0.0015
2013,RB,0.0,0.0,Eagles,0.07,0.0021875
2013,RB,0.004798736995138794,0.1264780721448885,Cardinals,0.042,0.0013125
2013,RB,0.0,0.0,Texans,0.0845,0.002640625
2013,RB,0.0,0.0,Browns,0.017,0.00053125
2013,RB,0.0,0.0,Jaguars,0.061,0.00190625
2013,RB,0.0023624551360683296,0.05750622062482721,Dolphins,0.015,0.00046875
2013,RB,0.0024306028803779928,0.06829423966810276,Rams,0.020999999999999998,0.0006562499999999999
2013,RB,0.0018059152242060788,0.049664219896923316,Lions,0.041,0.00128125
2013,RB,0.0020785062014447324,0.058280254777070065,Raiders,0.114,0.0035625
2013,RB,0.0,0.0,Saints,0.077,0.00240625
2013,RB,0.0030041797283176593,0.07690071231283617,49ers,0.077,0.00240625
2013,RB,0.0011130798237245015,0.04056291390728477,Giants,0.049,0.00153125
2013,RB,0.0,0.0,Vikings,0.145,0.00453125
2013,RB,0.003952569169960474,0.18364116094986807,Commanders,0.030000000000000002,0.0009375000000000001
2013,RB,0.0,0.0,Falcons,0.055,0.00171875
2013,RB,0.0013856708009631548,0.06138364779874214,Colts,0.056,0.00175
2013,RB,0.0,0.0,Patriots,0.026,0.0008125
2013,RB,0.0,0.0,Titans,0.11800000000000001,0.0036875000000000002
2013,RB,0.0020614692653673165,0.08636688079942897,Panthers,0.089,0.00278125
2013,RB,0.001953568670210349,0.08708860759493671,Buccaneers,0.042,0.0013125
2013,RB,0.0,0.0,Bears,0.088,0.00275
2013,TE,0.008274271954931625,0.22484567901234567,Bengals,0.037000000000000005,0.0011562500000000002
2013,TE,0.0,0.0,Packers,0.08600000000000001,0.0026875000000000002
2013,TE,0.0,0.0,Jets,0.02,0.000625
2013,TE,0.0014878924174276497,0.041383667667035225,Bills,0.033,0.00103125
2013,TE,0.0024646767525328245,0.08806818181818182,Seahawks,0.094,0.0029375
2013,TE,0.0,0.0,Broncos,0.05700000000000001,0.0017812500000000003
2013,TE,0.0,0.0,Steelers,0.07400000000000001,0.0023125000000000003
2013,TE,0.005957248648403071,0.19725460699511094,Cowboys,0.04700000000000001,0.0014687500000000002
2013,TE,0.0,0.0,Chargers,0.072,0.00225
2013,TE,0.0,0.0,Ravens,0.032,0.001
2013,TE,0.005111080823224751,0.13282172373081463,Chiefs,0.025,0.00078125
2013,TE,0.006803416473581391,0.1892276101721687,Eagles,0.038,0.0011875
2013,TE,0.0015276452682749535,0.040263433617721896,Cardinals,0.037,0.00115625
2013,TE,0.001771841352051247,0.055764075067024126,Texans,0.0555,0.001734375
2013,TE,0.0,0.0,Browns,0.022000000000000002,0.0006875000000000001
2013,TE,0.0,0.0,Jaguars,0.049,0.00153125
2013,TE,0.0036175094271046295,0.08805640033176666,Dolphins,0.047,0.00146875
2013,TE,0.0,0.0,Rams,0.051000000000000004,0.0015937500000000001
2013,TE,0.0016355458634319203,0.044978916133062624,Lions,0.034999999999999996,0.0010937499999999999
2013,TE,0.004247876061969016,0.11910828025477707,Raiders,0.011,0.00034375
2013,TE,0.0,0.0,Saints,0.027000000000000003,0.0008437500000000001
2013,TE,0.005502930353005316,0.14086349760139555,49ers,0.079,0.00246875
2013,TE,0.0,0.0,Giants,0.024,0.00075
2013,TE,0.0,0.0,Vikings,0.034,0.0010625
2013,TE,0.004253555040661487,0.19762532981530342,Commanders,0.042,0.0013125
2013,TE,0.0029644268774703555,0.11571713589004655,Falcons,0.055999999999999994,0.0017499999999999998
2013,TE,0.0011017218663395576,0.04880503144654088,Colts,0.021,0.00065625
2013,TE,0.0,0.0,Patriots,0.033,0.00103125
2013,TE,0.0,0.0,Titans,0.052000000000000005,0.0016250000000000001
2013,TE,0.0,0.0,Panthers,0.034,0.0010625
2013,TE,0.0,0.0,Buccaneers,0.009000000000000001,0.00028125000000000003
2013,TE,0.0,0.0,Bears,0.019,0.00059375
2013,VDU,0.0,0.0,Bengals,0.135,0.00421875
2013,VDU,0.0,0.0,Packers,0.10199999999999998,0.0031874999999999994
2013,VDU,0.0,0.0,Jets,0.21499999999999997,0.006718749999999999
2013,VDU,0.0,0.0,Bills,0.29899999999999993,0.009343749999999998
2013,VDU,0.0,0.0,Seahawks,0.09499999999999997,0.002968749999999999
2013,VDU,0.0,0.0,Broncos,0.15100000000000002,0.004718750000000001
2013,VDU,0.0,0.0,Steelers,0.123,0.00384375
2013,VDU,0.0,0.0,Cowboys,0.16799999999999993,0.005249999999999998
2013,VDU,0.0,0.0,Chargers,0.133,0.00415625
2013,VDU,0.0,0.0,Ravens,0.17499999999999993,0.005468749999999998
2013,VDU,0.0,0.0,Chiefs,0.16599999999999993,0.005187499999999998
2013,VDU,0.0,0.0,Eagles,0.235,0.00734375
2013,VDU,0.0,0.0,Cardinals,0.255,0.00796875
2013,VDU,0.0,0.0,Texans,0.08299999999999996,0.002593749999999999
2013,VDU,0.0,0.0,Browns,0.2909999999999999,0.009093749999999998
2013,VDU,0.0,0.0,Jaguars,0.42999999999999994,0.013437499999999998
2013,VDU,0.0,0.0,Dolphins,0.237,0.00740625
2013,VDU,0.0,0.0,Rams,0.10599999999999998,0.0033124999999999995
2013,VDU,0.0,0.0,Lions,0.14100000000000001,0.0044062500000000004
2013,VDU,0.0,0.0,Raiders,0.476,0.014875
2013,VDU,0.0,0.0,Saints,0.06999999999999995,0.0021874999999999985
2013,VDU,0.0,0.0,49ers,0.09099999999999997,0.002843749999999999
2013,VDU,0.0,0.0,Giants,0.123,0.00384375
2013,VDU,0.0,0.0,Vikings,0.06499999999999995,0.0020312499999999983
2013,VDU,0.0,0.0,Commanders,0.08899999999999997,0.002781249999999999
2013,VDU,0.0,0.0,Falcons,0.16000000000000003,0.005000000000000001
2013,VDU,0.0,0.0,Colts,0.125,0.00390625
2013,VDU,0.0,0.0,Patriots,0.18499999999999994,0.005781249999999998
2013,VDU,0.0,0.0,Titans,0.17299999999999993,0.005406249999999998
2013,VDU,0.0,0.0,Panthers,0.29799999999999993,0.009312499999999998
2013,VDU,0.0,0.0,Buccaneers,0.18800000000000006,0.005875000000000002
2013,VDU,0.0,0.0,Bears,0.07300000000000006,0.002281250000000002
2013,WR,0.0018343101176684386,0.04984567901234568,Bengals,0.065,0.00203125
2013,WR,0.003032574621780019,0.08973281801377919,Packers,0.079,0.00246875
2013,WR,0.0,0.0,Jets,0.099,0.00309375
2013,WR,0.010846849302621416,0.3016900963512873,Bills,0.065,0.00203125
2013,WR,0.0031859070464767617,0.11383928571428571,Seahawks,0.122,0.0038125
2013,WR,0.002413565944300577,0.09454949944382647,Broncos,0.075,0.00234375
2013,WR,0.006462677752033075,0.19065170045233706,Steelers,0.07,0.0021875
2013,WR,0.004651083549134524,0.15400526513726964,Cowboys,0.069,0.00215625
2013,WR,0.004571577847439916,0.16563786008230452,Chargers,0.07500000000000001,0.0023437500000000003
2013,WR,0.0012891281631911317,0.04178939617083947,Ravens,0.063,0.00196875
2013,WR,0.0,0.0,Chiefs,0.057,0.00178125
2013,WR,0.0,0.0,Eagles,0.113,0.00353125
2013,WR,0.002192085775294171,0.05777578206855261,Cardinals,0.11800000000000001,0.0036875000000000002
2013,WR,0.009415746672118487,0.2963360142984808,Texans,0.11399999999999999,0.0035624999999999997
2013,WR,0.0,0.0,Browns,0.04,0.00125
2013,WR,0.0066727999636545365,0.16957713955837783,Jaguars,0.047,0.00146875
2013,WR,0.0,0.0,Dolphins,0.067,0.00209375
2013,WR,0.015077688428513016,0.42364767831498323,Rams,0.0455,0.001421875
2013,WR,0.0022375176048339464,0.06153365609870373,Lions,0.12300000000000001,0.0038437500000000004
2013,WR,0.0016639407568942801,0.04665605095541401,Raiders,0.043,0.00134375
2013,WR,0.002731588751079006,0.11882411067193675,Saints,0.09400000000000001,0.0029375000000000004
2013,WR,0.003072327472627323,0.07864515191161506,49ers,0.134,0.0041875
2013,WR,0.0,0.0,Giants,0.067,0.00209375
2013,WR,0.007348598428058698,0.20780472137465875,Vikings,0.07350000000000001,0.0022968750000000003
2013,WR,0.0,0.0,Commanders,0.17900000000000002,0.005593750000000001
2013,WR,0.0,0.0,Falcons,0.14,0.004375
2013,WR,0.0,0.0,Colts,0.095,0.00296875
2013,WR,0.009029576121030395,0.34952736865245104,Patriots,0.068,0.002125
2013,WR,0.00688860115396847,0.19526722472633612,Titans,0.089,0.00278125
2013,WR,0.0,0.0,Panthers,0.042,0.0013125
2013,WR,0.0,0.0,Buccaneers,0.097,0.00303125
2013,WR,0.0013118440779610195,0.05657604702424688,Bears,0.13,0.0040625
2014,DB,0.008993029976766589,0.3288437629506838,Bengals,0.173,0.00540625
2014,DB,0.010086700289000964,0.3069494740472495,Packers,0.189,0.00590625
2014,DB,0.014971383237944128,0.37910747596498784,Jets,0.092,0.002875
2014,DB,0.003530345101150337,0.10793485793485794,Bills,0.1325,0.004140625
2014,DB,0.001671672238907463,0.05981346309813463,Seahawks,0.1555,0.004859375
2014,DB,0.007140023800079333,0.3256655466528819,Broncos,0.1555,0.004859375
2014,DB,0.002482008273360911,0.07771469127040455,Steelers,0.184,0.00575
